Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionBinary,SalaryAgeRatio,TenurePerRole,SatisfactionComposite,PromotionLag,IncomeVsRoleAvg,OvertimeFlag,CareerVelocity,ManagerTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
37,309,10,4,4,88,2,2,4,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0,180.9189189189189,0.0,3.5,1,0.9667432325572638,1,0.25,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,1219,4,1,4,32,3,1,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1,147.64,1.0,3.5,2,1.1401934813645076,1,0.14285714285714285,0.8571428571428571,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
26,1330,21,3,1,37,3,1,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1,91.42307692307692,1.0,2.25,1,0.734283366351513,0,1.0,0.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
33,1017,25,3,1,55,2,1,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1,70.0909090909091,1.0,2.0,0,0.7138949255447788,1,0.2,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
42,469,2,2,4,35,3,4,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0,420.5952380952381,0.2727272727272727,3.0,9,1.0281301728756866,0,0.17391304347826086,0.3181818181818182,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
28,1009,1,3,1,45,2,1,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1,92.71428571428571,0.0,1.75,1,0.8019350521870121,0,1.0,0.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
50,959,1,4,4,81,3,2,3,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1,94.56,0.0,3.5,0,0.6828147600135559,1,0.4,0.0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
33,970,7,3,4,30,3,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0,130.36363636363637,0.6666666666666666,3.0,3,0.621292110316903,0,0.5,0.6666666666666666,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,697,3,4,3,40,2,1,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0,87.61764705882354,0.0,3.5,0,0.9194522192814077,0,0.16666666666666666,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
48,1262,1,4,1,35,4,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0,351.7708333333333,0.8,2.5,3,0.9827329730543997,0,0.14814814814814814,0.2,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
45,1050,9,4,2,65,2,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0,124.28888888888889,0.6666666666666666,3.0,11,0.807737511158168,0,0.13333333333333333,0.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52,994,7,4,2,87,3,3,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0,200.8653846153846,0.75,2.75,4,1.387346035763099,0,0.16666666666666666,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,770,10,4,3,73,2,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0,230.0,0.875,2.75,6,1.2622252543397798,1,0.3333333333333333,0.875,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29,1107,28,4,3,93,3,1,4,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0,86.6896551724138,0.7142857142857143,2.75,6,0.7759324871679957,0,0.09090909090909091,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,950,3,3,4,93,3,3,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0,273.39285714285717,0.7777777777777778,2.5,8,1.0493290287815693,0,0.3,0.7777777777777778,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
46,406,3,1,1,52,3,4,3,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0,379.67391304347825,0.75,2.75,8,1.016489865229203,0,0.17391304347826086,0.75,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
38,130,2,2,4,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0,193.44736842105263,0.0,3.0,1,1.0616267556809749,0,0.3,0.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
43,1082,27,3,3,83,3,3,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0,251.62790697674419,0.875,2.5,8,1.4831796331047131,0,0.16666666666666666,0.125,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,203,2,3,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1,312.02564102564105,0.3888888888888889,3.0,7,1.6163345054285447,0,0.19047619047619047,0.2777777777777778,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40,1308,14,3,3,44,2,5,3,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0,490.65,0.35,2.75,16,1.2240583027464287,0,0.23809523809523808,0.45,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
21,984,1,1,4,70,2,1,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0,98.57142857142857,1.0,3.25,0,0.6388942913435764,1,0.5,1.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
39,439,9,3,3,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0,173.89743589743588,0.8,2.5,5,2.095039878248196,0,0.2222222222222222,0.6,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,217,18,4,1,78,3,2,4,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,0,216.08333333333334,0.8181818181818182,2.25,11,1.0663266511942295,0,0.1111111111111111,0.8181818181818182,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
31,793,20,3,3,67,4,1,4,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0,90.03225806451613,1.0,2.75,0,1.0628332063975627,0,0.3333333333333333,1.0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
28,1451,2,1,1,67,2,1,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0,114.32142857142857,0.6,1.25,5,0.9879713171936174,0,0.16666666666666666,0.8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
35,1182,11,2,4,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0,141.94285714285715,0.4,3.75,5,0.7174754077299801,0,0.4,0.4,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
49,174,8,4,4,56,2,4,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0,267.7551020408163,0.8888888888888888,2.75,7,1.8947820751645206,0,0.18181818181818182,0.3333333333333333,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
34,1003,2,2,4,95,3,2,3,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0,118.61764705882354,0.6666666666666666,3.25,3,0.552833961211766,0,0.4,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
29,490,10,3,4,61,3,1,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0,113.48275862068965,0.7142857142857143,3.0,6,1.0157493298607294,0,0.125,0.14285714285714285,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,188,29,3,2,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,0,101.71428571428571,0.0,2.5,1,1.3196712415034344,0,0.125,0.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
29,718,8,1,2,79,2,2,4,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,0,174.3448275862069,0.7,2.75,9,0.6930643461162135,1,0.2,0.2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
38,433,1,3,3,37,4,1,3,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0,74.84210526315789,0.8571428571428571,3.5,2,0.6714277282653603,0,0.14285714285714285,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
28,773,6,3,3,39,2,1,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,0,96.53571428571429,0.3333333333333333,3.25,3,0.8342663137689309,1,0.3333333333333333,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18,247,8,1,3,80,3,1,3,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1,105.77777777777777,0.0,3.25,0,0.5881680814191337,0,0.0,0.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
33,603,9,4,1,77,3,2,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,1,249.21212121212122,0.4,1.5,5,1.1877048617494679,1,0.3333333333333333,0.6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
41,167,12,4,2,46,3,1,4,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,0,116.2439024390244,0.0,2.5,1,1.4722736743926426,1,0.16666666666666666,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
31,874,15,3,3,72,3,1,3,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,1,84.19354838709677,1.0,2.75,0,0.8062598174915646,0,0.5,1.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
37,367,25,2,3,52,2,2,4,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0,154.8918918918919,0.3333333333333333,3.25,5,0.7612139905177903,0,0.2222222222222222,0.5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,199,6,3,4,55,2,1,3,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0,94.03703703703704,0.5,3.25,2,0.783648601797749,0,0.25,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34,1400,9,1,2,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0,168.05882352941177,0.8333333333333334,2.0,5,0.8252122543818652,0,0.3333333333333333,0.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,528,8,4,3,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0,123.51428571428572,0.8,2.25,4,1.0205984772472407,0,0.16666666666666666,0.8,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
29,408,23,1,4,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1,252.9655172413793,0.7272727272727273,1.75,8,1.0594604651986985,0,0.2727272727272727,0.9090909090909091,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
40,593,9,4,2,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0,337.475,0.3888888888888889,2.5,16,0.8419220946078692,0,0.15,0.7222222222222222,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
42,481,12,3,3,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,1,327.57142857142856,0.42857142857142855,2.0,8,1.986921630344015,1,0.18181818181818182,0.6666666666666666,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
42,647,4,4,2,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0,122.73809523809524,0.6666666666666666,2.75,5,0.7444818290756939,0,0.2222222222222222,0.8333333333333334,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
35,982,1,4,4,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0,64.51428571428572,0.0,3.0,7,0.6975228612628172,0,0.1,0.875,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
24,477,24,3,4,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0,149.875,0.75,3.25,3,1.1111557714625127,0,0.16666666666666666,0.5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
28,1485,12,1,3,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1,89.82142857142857,1.0,3.25,1,0.7769131957821015,1,1.0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
26,1384,3,4,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0,170.0,0.875,2.5,8,1.3653901890087032,0,0.125,0.875,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
30,852,10,3,3,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0,219.26666666666668,0.3,2.5,9,0.9499905861609922,0,0.2,0.4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
40,902,26,2,3,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0,110.55,1.0,3.0,1,1.3648263557107705,1,0.125,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
35,819,2,3,3,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0,293.54285714285714,1.0,2.75,1,1.408335263448967,0,0.2,0.5714285714285714,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34,669,1,3,4,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0,157.14705882352942,0.6923076923076923,2.75,9,0.7096783024492329,0,0.14285714285714285,0.6923076923076923,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
35,636,4,4,4,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0,67.88571428571429,1.0,3.5,0,0.733974454544045,0,0.5,1.0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
43,1372,9,3,1,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,1,124.32558139534883,0.75,2.0,3,0.7720659278833482,0,0.2857142857142857,0.75,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
32,862,2,1,3,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0,88.34375,0.0,2.5,1,1.0765422696115765,0,1.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,718,4,4,4,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0,356.125,0.4,3.0,1,1.160713276969138,0,0.17857142857142858,0.4,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
29,1401,6,1,2,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0,107.96551724137932,0.8,2.5,10,0.9672028691824095,0,0.1,0.8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19,645,9,2,3,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0,134.31578947368422,1.0,2.5,1,0.7876609814052208,0,1.0,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
45,1457,7,3,1,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0,99.4888888888889,0.6666666666666666,2.25,3,1.3818018078962278,1,0.14285714285714285,0.6666666666666666,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
37,977,1,3,4,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0,174.97297297297297,0.5714285714285714,3.0,11,0.88744038306099,0,0.14285714285714285,0.7857142857142857,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20,805,3,3,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0,151.65,1.0,1.75,1,0.9369295120505423,0,0.5,1.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
44,1097,10,4,3,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,1,66.72727272727273,0.6666666666666666,3.0,6,0.906180502118232,1,0.16666666666666666,0.3333333333333333,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
53,1223,7,2,4,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0,351.0566037735849,1.0,3.0,3,1.0828978203523933,0,0.19230769230769232,1.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29,942,15,1,2,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0,74.75862068965517,0.8,2.25,4,0.6691414606922095,1,0.16666666666666666,0.6,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
22,1256,3,4,3,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1,129.6818181818182,0.0,3.0,0,0.8805630015474509,1,1.0,0.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
46,1402,2,3,3,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0,370.60869565217394,0.5769230769230769,2.0,11,0.992219823786284,0,0.14285714285714285,0.34615384615384615,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
44,111,17,3,4,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,0,52.04545454545455,0.0,3.5,0,0.7067961000854057,0,0.16666666666666666,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
33,147,2,3,2,99,3,1,3,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0,109.0909090909091,0.8,3.0,4,0.8499085167915954,0,0.2,0.8,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
41,906,5,2,1,95,2,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1,51.390243902439025,0.0,1.0,1,0.6503141409956114,0,0.2,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
30,1329,29,4,3,61,3,2,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0,137.16666666666666,0.75,2.5,4,0.5942856889711893,0,0.25,0.75,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,1184,2,4,2,62,3,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0,108.175,0.0,2.75,0,0.6249025944540305,0,0.4,0.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
50,1421,2,3,4,30,3,4,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,0,357.12,1.0,2.75,0,1.0392466666780789,0,0.125,1.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
28,1179,19,4,4,78,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0,114.14285714285714,0.8333333333333334,2.75,3,0.9872821366678316,0,0.16666666666666666,0.5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
46,1450,15,2,4,52,3,5,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0,414.80434782608694,0.5,2.5,4,1.1900670780956184,0,0.2,0.75,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
35,1361,17,4,3,94,3,2,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,0,256.1714285714286,1.0,2.75,6,1.2948640309394126,1,0.13333333333333333,1.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
24,984,17,2,4,97,3,1,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1,92.08333333333333,0.0,2.0,1,0.6826950945043516,0,1.0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,1146,25,3,2,82,3,2,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0,137.54545454545453,0.7,2.0,10,0.6555194999368719,0,0.2,0.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
36,917,6,4,3,60,1,1,3,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0,76.13888888888889,1.0,3.0,6,0.8467272642698769,0,0.14285714285714285,1.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
30,853,7,4,3,49,3,2,3,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,0,116.36666666666666,0.7,2.25,2,1.0784111198709012,0,0.2,0.9,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
44,200,29,4,4,32,3,2,4,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,0,103.20454545454545,0.55,3.25,7,1.4015550613483962,0,0.1,0.85,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
20,654,21,3,3,43,4,1,4,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0,133.9,0.5,3.5,0,1.0198019801980198,0,0.5,1.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
46,150,2,4,4,60,3,2,4,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,0,160.41304347826087,0.5,3.25,5,1.01149561115339,0,0.16666666666666666,0.6666666666666666,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
42,179,2,5,4,79,4,2,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,0,149.33333333333334,0.75,2.5,4,1.480729504810246,0,0.2,0.75,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
60,696,7,4,2,52,4,2,4,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0,87.0,0.6363636363636364,2.75,10,0.7538690878322255,1,0.16666666666666666,0.8181818181818182,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,116,13,3,3,77,2,1,2,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0,85.71875,1.0,2.75,0,0.8473450878848129,0,0.5,1.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
32,1316,2,2,4,38,3,2,3,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,0,156.1875,0.875,3.5,8,1.5426056367802874,1,0.2,0.875,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
36,363,1,3,3,77,1,3,1,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0,284.77777777777777,1.0,2.5,0,1.4053195562467207,1,0.17647058823529413,1.0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,117,9,3,1,60,3,1,4,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0,84.27272727272727,0.7142857142857143,2.5,10,0.8583405914137613,0,0.06666666666666667,0.7142857142857143,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
40,107,10,3,2,84,2,2,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0,171.3,0.2,2.5,4,0.9895614923039098,0,0.2857142857142857,0.6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
25,1356,10,4,3,57,3,2,4,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,0,198.0,0.75,3.0,3,0.7148758591512483,0,0.4,0.25,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
30,1465,1,3,4,63,3,1,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0,119.3,0.8181818181818182,2.5,6,1.104638970395488,1,0.08333333333333333,0.6363636363636364,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
42,458,26,5,1,60,3,3,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0,314.07142857142856,0.0,2.0,1,0.8227123749886956,1,0.15,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
35,1212,8,2,3,78,2,3,4,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,0,296.48571428571427,0.15384615384615385,2.75,9,1.4986397556388895,1,0.1875,0.9230769230769231,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
27,1103,14,3,1,42,3,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,0,82.77777777777777,0.7777777777777778,2.0,3,0.6898206478999485,1,0.1111111111111111,0.8888888888888888,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
54,966,1,4,4,53,3,3,3,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,0,194.4814814814815,0.8,2.25,4,1.4395889562722455,0,0.09090909090909091,0.8,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44,1117,2,1,1,72,4,1,4,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,0,45.70454545454545,0.5,3.0,3,0.6206842608173585,0,0.1,0.7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
19,504,10,3,1,96,2,1,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1,97.84210526315789,1.0,2.25,1,0.5737702838684582,1,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29,1010,1,3,1,97,3,1,4,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0,129.6551724137931,0.6666666666666666,2.25,2,1.160503640314902,0,0.3333333333333333,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54,685,3,3,4,85,3,4,4,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0,329.24074074074076,0.9,3.0,10,1.1088623542509302,0,0.1111111111111111,0.9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
